Player Name	Position Name	Max. Goals in Max S% Year	Max. S%
George Lyle	Left Wing	10	20.4
Rick Dudley	Left Wing	10	20.4
Jocelyn Lemieux	Left Wing	10	20.8
Danny Grant	Center	10	21.3
Jeff Halpern	Center	10	21.7
John Markell	Left Wing	10	21.7
Perry Anderson	Left Wing	10	21.7
Gary Lupul	Center	10	22.2
Ron Sedlbauer	Left Wing	10	22.2
Daniel Goneau	Left Wing	10	22.7
J.F. Sauve	Center	10	23.3
Mike Johnson	Right Wing	10	23.3
Brent Fedyk	Left Wing	10	23.8
Daniel Corso	Center	10	23.8
Dan Snyder	Center	10	24.4
David Jones	Right Wing	10	25.6
Doug Evans	Left Wing	10	27.8
Andre St. Laurent	Center	10	30.3
Tim Tookey	Center	10	30.3
Mark Recchi	Right Wing	10	31.3
Don Ashby	Center	10	32.3
Andy Brickley	Center	10	35.7
Steve Thomas	Right Wing	10	37
Mikhail Tatarinov	Defender	11	5.8
Zach Werenski	Defender	11	5.9
Bill White	Defender	11	6.5
Niclas Havelid	Defender	11	6.5
Tim Horton*	Defender	11	6.5
Rod Langway*	Defender	11	6.7
Gerry Ehman	Left Wing	11	7.1
Andrej Sekera	Defender	11	7.7
T.J. Brodie	Defender	11	8.3
Travis Konecny	Center	11	8.3
Colton Sceviour	Center	11	8.8
Rick Foley	Defender	11	8.9
J.C. Tremblay	Defender	11	9
Ian Turnbull	Defender	11	9.2
Oleg Kvasha	Center	11	9.3
Viktor Kozlov	Right Wing	11	9.4
Yannick Weber	Defender	11	9.4
Lyle Odelein	Defender	11	9.5
Kevin Fiala	Left Wing	11	9.6
Brad McCrimmon	Defender	11	9.7
Jay Wells	Defender	11	9.7
Tomas Surovy	Right Wing	11	9.8
B.J. Crombeen	Right Wing	11	9.8
David Savard	Defender	11	9.8
Ernie Hicke	Right Wing	11	9.9
Wally Boyer	Center	11	9.9
Damien Brunner	Right Wing	11	10
Francois Beauchemin	Defender	11	10
Thomas Eriksson	Defender	11	10
Iiro Jarvi	Right Wing	11	10.1
Butch Williams	Right Wing	11	10.1
Jordan Martinook	Left Wing	11	10.1
Justin Schultz	Defender	11	10.1
Scott Bjugstad	Center	11	10.2
Jamie Heward	Defender	11	10.2
Murray Wilson	Center	11	10.3
Antti Miettinen	Left Wing	11	10.3
Joonas Donskoi	Right Wing	11	10.3
Adam Foote	Defender	11	10.4
Travis Green	Right Wing	11	10.6
Adam Lowry	Left Wing	11	10.6
Ben Guite	Right Wing	11	10.7
Espen Knutsen	Right Wing	11	10.8
Todd Warriner	Center	11	11
Andreas Nodl	Right Wing	11	11
John Klingberg	Defender	11	11.2
Vernon Fiddler	Left Wing	11	11.3
Dennis Polonich	Center	11	11.3
Dave Dunn	Defender	11	11.3
Marcel Goc	Center	11	11.3
Serge Bernier	Center	11	11.3
Michal Pivonka	Left Wing	11	11.5
Jorgen Jonsson	Left Wing	11	11.6
Stan Drulia	Right Wing	11	11.7
Rick Bragnalo	Center	11	12.4
Charlie Burns	Left Wing	11	12.5
Brian Holzinger	Right Wing	11	12.6
Terry Carkner	Defender	11	13.1
Steve Sullivan	Left Wing	11	13.3
Dave Maloney	Defender	11	13.3
Brandon Sutter	Center	11	13.4
Ted Taylor	Left Wing	11	13.4
Krys Kolanos	Center	11	13.6
Vladimir Krutov	Left Wing	11	13.6
Marc Crawford	Left Wing	11	13.8
Wes Walz	Right Wing	11	13.9
Alec Martinez	Defender	11	13.9
Jiri Dopita	Center	11	13.9
Ken Schinkel	Right Wing	11	13.9
Mike Gillis	Left Wing	11	14.1
Brandon McMillan	Left Wing	11	14.3
Dan Vincelette	Left Wing	11	14.5
Josh Bailey	Center	11	14.5
Tim Sweeney	Right Wing	11	14.7
Joey Crabb	Right Wing	11	14.7
Craig Simpson	Center	11	14.9
Michael Nylander	Left Wing	11	14.9
Claude Lapointe	Left Wing	11	15.1
Melker Karlsson	Center	11	15.1
Mark Reeds	Right Wing	11	15.3
Marty McSorley	Defender	11	15.3
Moe Lemay	Left Wing	11	15.3
Jimmy Hayes	Right Wing	11	15.5
Vadim Sharifijanov	Right Wing	11	15.5
Eddie Joyal	Center	11	15.7
Marc Chouinard	Center	11	15.7
Michel Picard	Left Wing	11	15.9
Torrey Mitchell	Center	11	15.9
Mike Eagles	Left Wing	11	16.2
Mikko Leinonen	Center	11	16.4
Brandon Yip	Right Wing	11	16.9
Mike Cammalleri	Center	11	17.2
Dan Bonar	Center	11	17.2
Pat Hannigan	Right Wing	11	17.5
Mike Eaves	Right Wing	11	17.7
Jan Hrdina	Center	11	17.7
Scott Pearson	Left Wing	11	18
Steve Washburn	Center	11	18
Jay Mazur	Center	11	18.6
Jock Callander	Right Wing	11	18.6
Todd Harvey	Right Wing	11	19
Steven Rice	Right Wing	11	19.3
Bob Bassen	Right Wing	11	19.6
Glen Currie	Center	11	20.4
Tom Roulston	Right Wing	11	20.4
Vladimir Ruzicka	Center	11	21.2
Gabriel Bourque	Left Wing	11	22
J.P. Bordeleau	Right Wing	11	22
Matt Calvert	Left Wing	11	22
Tim Kerr	Right Wing	11	22.4
Frank Spring	Right Wing	11	22.4
Ken Priestlay	Center	11	22.4
Mike Gartner*	Right Wing	11	22.9
Lance Nethery	Center	11	23.4
Andrei Kovalenko	Left Wing	11	23.9
Mike Allison	Left Wing	11	24.4
Alex Tanguay	Left Wing	11	25
Daniel Briere	Center	11	25.6
Andrew Brunette	Left Wing	11	26.2
Dave Semenko	Left Wing	11	26.2
Joffrey Lupul	Center	11	26.2
Mike Sillinger	Center	11	27.5
Todd Bergen	Center	11	28.9
Dave Lumley	Right Wing	11	33.3
Michel Briere	Center	12	5.4
Dougie Hamilton	Defender	12	6.3
Richard Mulhern	Defender	12	7.7
Doug Lidster	Defender	12	7.9
Seth Jones	Defender	12	7.9
Duncan Keith	Defender	12	8.1
Todd Krygier	Right Wing	12	8.2
Keith Yandle	Defender	12	8.3
Bob Beers	Defender	12	8.7
Alain Cote	Right Wing	12	8.8
Derek Dorsett	Right Wing	12	8.8
Jim Benning	Defender	12	8.8
Jan Ludvig	Left Wing	12	9
Roman Hamrlik	Defender	12	9
Radek Faksa	Center	12	9.1
Paul Cyr	Center	12	9.4
Jerry Korab	Defender	12	9.4
Bryan Berard	Defender	12	9.5
Theoren Fleury	Left Wing	12	9.7
Viktor Kozlov	Left Wing	12	9.8
Damien Brunner	Center	12	9.8
Janne Niinimaa	Defender	12	9.8
Eric Perrin	Center	12	9.9
Hugh Harris	Left Wing	12	9.9
Doug Brown	Left Wing	12	10.4
Erik Johnson	Defender	12	10.4
Mike Pelyk	Defender	12	10.4
Stanislav Chistov	Left Wing	12	10.5
Colin Wilson	Left Wing	12	10.6
Rob Niedermayer	Left Wing	12	10.8
Ron Huston	Center	12	10.8
Arron Asham	Left Wing	12	11.1
Gary Croteau	Right Wing	12	11.2
Oleg Petrov	Right Wing	12	11.2
John Madden	Center	12	11.2
Alexei Kasatonov	Defender	12	11.2
Jason King	Right Wing	12	11.2
Tomas Surovy	Left Wing	12	11.2
Jyrki Lumme	Defender	12	11.3
Josh Bailey	Right Wing	12	11.4
Brian Campbell	Defender	12	11.4
Jacques Richard	Left Wing	12	11.5
Luke Glendening	Center	12	11.5
John Moore	Defender	12	11.8
Jeff Odgers	Right Wing	12	12
Kevin McCarthy	Defender	12	12.1
Willy Lindstrom	Left Wing	12	12.2
Marian Cisar	Right Wing	12	12.4
Vladimir Konstantinov	Defender	12	12.4
Alexander Korolyuk	Right Wing	12	12.5
John Carter	Left Wing	12	12.5
Erik Rasmussen	Left Wing	12	12.6
Jim Korn	Defender	12	12.8
Artem Chubarov	Center	12	12.9
Steve Tuttle	Center	12	13
Cedric Paquette	Center	12	13.2
Mathieu Darche	Left Wing	12	13.3
Josh Jooris	Right Wing	12	13.5
Mikko Eloranta	Left Wing	12	13.5
Mikael Renberg	Left Wing	12	13.6
Darren Helm	Center	12	14.5
Antoine Roussel	Left Wing	12	14.6
Daniel Winnik	Left Wing	12	14.6
Mike Richards	Center	12	14.6
Rick Blight	Right Wing	12	14.6
John Tucker	Right Wing	12	14.8
Dan Fritsche	Center	12	14.8
Patrik Carnback	Center	12	14.8
Pit Martin	Right Wing	12	15
Josef Beranek	Center	12	15.2
Jay Pandolfo	Left Wing	12	15.4
Shawn McEachern	Center	12	15.4
Anders Hakansson	Left Wing	12	15.8
Paul Broten	Right Wing	12	15.8
Anders Hakansson	Right Wing	12	16
Andrew Shaw	Center	12	16.2
Stephane Matteau	Right Wing	12	16.4
Chris Simon	Left Wing	12	16.7
Sergei Krivokrasov	Left Wing	12	16.7
Tim Brent	Center	12	16.9
Dainius Zubrus	Right Wing	12	17.1
Dmitri Kvartalnov	Right Wing	12	17.6
Jamie Baker	Center	12	17.6
Tanner Pearson	Left Wing	12	17.6
Ron Lalonde	Center	12	17.9
Greg Adams	Center	12	19
Steve Konowalchuk	Center	12	19
Scott Fraser	Right Wing	12	19.7
Bruce MacGregor	Right Wing	12	20
Cory Stillman	Center	12	20.3
Steve Reinprecht	Center	12	20.7
Ron Ellis	Right Wing	12	21.8
Shaun Van Allen	Center	12	22.6
Vaclav Nedomansky	Right Wing	12	22.6
Kevin Stevens	Left Wing	12	23.1
Joe Contini	Center	12	24.5
Greg Polis	Left Wing	12	26.1
Tom McCarthy	Left Wing	12	26.7
John Tucker	Center	12	30
Dino Ciccarelli*	Right Wing	12	30.8
Stan Weir	Center	12	30.8
Brian Rafalski	Defender	13	7.4
Hannu Virta	Defender	13	7.7
Darren Veitch	Defender	13	7.9
Gary Bergman	Defender	13	7.9
Rob DiMaio	Center	13	8.6
Bob Wall	Left Wing	13	8.8
Wally Boyer	Left Wing	13	9.2
Matthew Tkachuk	Left Wing	13	9.2
Jochen Hecht	Right Wing	13	9.3
Peter Mueller	Right Wing	13	9.4
Ric Seiling	Center	13	9.6
Dale Hawerchuk*	Right Wing	13	9.6
Gregg Sheppard	Left Wing	13	9.6
Gerry O'Flaherty	Right Wing	13	9.6
Garry Monahan	Center	13	9.6
Mike Van Ryn	Defender	13	9.6
Teuvo Teravainen	Center	13	9.6
Robert Kron	Left Wing	13	9.7
Charlie Burns	Center	13	9.8
Phillip Danault	Left Wing	13	9.8
Sergei Zubov	Defender	13	9.8
Doug Wickenheiser	Left Wing	13	9.9
Behn Wilson	Defender	13	10
Bill McCreary	Left Wing	13	10
Pierre-Marc Bouchard	Right Wing	13	10.1
Gary Sargent	Defender	13	10.1
Jimmy Roberts	Defender	13	10.6
Kimmo Timonen	Defender	13	10.7
Tom Fitzgerald	Right Wing	13	10.9
Jim Slater	Center	13	11
Joni Pitkanen	Defender	13	11
Teppo Numminen	Defender	13	11.1
Devin Shore	Center	13	11.3
Patrik Elias	Center	13	11.4
Oscar Lindberg	Center	13	11.4
Ryan Strome	Right Wing	13	11.4
Steve Smith	Defender	13	11.4
Serge Aubin	Center	13	11.8
Ed Olczyk	Left Wing	13	11.9
Alexander Wennberg	Center	13	11.9
Todd Elik	Left Wing	13	12
Dmitrij Jaskin	Right Wing	13	12
Troy Mallette	Right Wing	13	12.1
John Pohl	Center	13	12.4
Dainius Zubrus	Center	13	12.5
Alex Kovalev	Center	13	12.6
Tyson Barrie	Defender	13	12.9
Dustin Penner	Left Wing	13	13
Brandon Dubinsky	Center	13	13
Jay Beagle	Right Wing	13	13
Tomas Jonsson	Defender	13	13
Jonathan Hedstrom	Right Wing	13	13.1
Gregory Campbell	Center	13	13.3
Tom Gilbert	Defender	13	13.3
Jiri Tlusty	Left Wing	13	13.4
Shawn McEachern	Right Wing	13	13.4
Devin Setoguchi	Right Wing	13	13.4
Dave Archibald	Center	13	13.5
Patrik Stefan	Center	13	13.5
Stephane Yelle	Left Wing	13	14
Bo Horvat	Center	13	14
George Armstrong*	Right Wing	13	14
Brad Park*	Defender	13	14.1
Mark Letestu	Center	13	14.1
Tom Miller	Center	13	14.1
Rene Bourque	Left Wing	13	14.3
Randy Gregg	Defender	13	14.3
Marc Fortier	Right Wing	13	14.6
Niklas Sundstrom	Left Wing	13	14.6
Lee Fogolin	Defender	13	14.6
Mike Rupp	Center	13	14.9
Josef Beranek	Right Wing	13	15.1
George Swarbrick	Right Wing	13	15.1
Mikael Andersson	Left Wing	13	15.1
J.F. Sauve	Right Wing	13	15.3
Dave Scatchard	Center	13	15.3
Nick Spaling	Left Wing	13	15.3
Tom Gorence	Right Wing	13	15.3
Brad Winchester	Left Wing	13	15.9
Sami Kapanen	Right Wing	13	15.9
Aleksey Morozov	Right Wing	13	16.3
Jimmy Roberts	Right Wing	13	16.3
Justin Fontaine	Right Wing	13	16.5
Dave Capuano	Center	13	16.9
Todd Elik	Center	13	17.1
Martin Gelinas	Right Wing	13	17.3
Rich Peverley	Center	13	17.3
Thomas Steen	Center	13	17.3
Billy MacMillan	Right Wing	13	17.6
J.P. Parise	Left Wing	13	17.8
Jeff Odgers	Left Wing	13	17.8
Shean Donovan	Right Wing	13	17.8
Pat Boutette	Left Wing	13	18.1
Lindy Ruff	Left Wing	13	18.3
Gates Orlando	Center	13	18.6
Lorne Henning	Center	13	18.6
Steve Thomas	Left Wing	13	18.8
David Perron	Left Wing	13	19.1
Marian Gaborik	Right Wing	13	19.1
Drew Stafford	Right Wing	13	19.4
Shjon Podein	Center	13	20.3
German Titov	Left Wing	13	20.6
Stephane Morin	Center	13	20.6
Ivan Boldirev	Center	13	21
Stan Gilbertson	Left Wing	13	21
Tie Domi	Right Wing	13	21.7
Adam Deadmarsh	Left Wing	13	23.6
Dave Barr	Right Wing	13	23.6
Jason Lafreniere	Center	13	23.6
Brent Grieve	Left Wing	13	24.5
Ian Laperriere	Center	13	24.5
Kjell Dahlin	Right Wing	13	25.5
Bill Riley	Right Wing	13	28.9
Scott Pearson	Right Wing	13	28.9
Pavel Bure*	Right Wing	13	29.5
Pat LaFontaine*	Center	13	37.1
Patrick O'Sullivan	Left Wing	14	7
Todd Marchant	Left Wing	14	7.2
Steve Chiasson	Defender	14	7.4
Christian Ehrhoff	Defender	14	7.7
Tom Bladon	Defender	14	7.7
Torey Krug	Defender	14	7.7
Gord Murphy	Defender	14	8.8
Dave Manson	Defender	14	9.1
Andrew Shaw	Right Wing	14	9.2
Mike McMahon	Defender	14	9.3
Nick Ritchie	Left Wing	14	9.4
Sami Salo	Defender	14	9.8
Rostislav Olesz	Left Wing	14	10.1
Oleg Saprykin	Left Wing	14	10.4
Brock Nelson	Center	14	10.6
Barry Dean	Left Wing	14	10.8
John-Michael Liles	Defender	14	10.9
Mattias Ohlund	Defender	14	10.9
Valeri Nichushkin	Right Wing	14	10.9
Evander Kane	Center	14	11
Mark Bell	Right Wing	14	11
Lindy Ruff	Right Wing	14	11.1
Adam Hall	Right Wing	14	11.5
Matt Cooke	Right Wing	14	11.6
Dave Snuggerud	Right Wing	14	11.7
Sean Couturier	Center	14	11.7
Calle Johansson	Defender	14	11.8
Craig Conroy	Right Wing	14	11.9
Tomi Kallio	Left Wing	14	12.2
Don Laurence	Center	14	12.4
Sam Gagner	Center	14	12.4
Jonathan Huberdeau	Center	14	12.5
P.A. Parenteau	Right Wing	14	12.7
Doug Palazzari	Left Wing	14	12.7
Kenny Jonsson	Defender	14	13
Rick Hampton	Defender	14	13.2
Kirk Maltby	Left Wing	14	13.2
Richard Smehlik	Defender	14	13.2
Jori Lehtera	Center	14	13.6
Kevin Porter	Right Wing	14	13.7
Larry Robinson*	Defender	14	13.7
T.J. Oshie	Center	14	13.9
Ales Hemsky	Right Wing	14	14
Erik Haula	Center	14	14.1
Bengt-Ake Gustafsson	Left Wing	14	14.3
Niko Kapanen	Center	14	14.4
Nigel Dawes	Left Wing	14	14.6
Brendan Perlini	Left Wing	14	15.2
Marcus Johansson	Center	14	15.6
Norm Ferguson	Center	14	15.6
Theoren Fleury	Center	14	15.7
Niklas Andersson	Left Wing	14	15.7
Mark Lawrence	Right Wing	14	15.9
Phil Roberto	Right Wing	14	15.9
Trent Klatt	Left Wing	14	16.3
Craig Cameron	Right Wing	14	16.3
Harry York	Center	14	16.3
Perry Turnbull	Left Wing	14	16.7
Andrei Nikolishin	Center	14	16.9
Ray Whitney	Center	14	17.1
Bill Fairbairn	Left Wing	14	17.1
Andrei Lomakin	Right Wing	14	17.1
Ken Yaremchuk	Right Wing	14	17.1
Nathan Horton	Right Wing	14	17.3
Rob Pearson	Right Wing	14	17.7
Brian Spencer	Left Wing	14	17.9
Turner Stevenson	Right Wing	14	18.4
Steve Bernier	Right Wing	14	18.7
Mike Allison	Right Wing	14	19.7
Dave Debol	Center	14	20
Chad Kilger	Center	14	20.6
Doug Smail	Left Wing	14	20.6
Ville Nieminen	Left Wing	14	20.6
Bernie Federko*	Center	14	20.9
Bengt Lundholm	Left Wing	14	21.2
Bernie Nicholls	Center	14	22.2
Norm Aubin	Center	14	22.6
Rick Tocchet	Right Wing	14	23.7
Louis Sleigher	Right Wing	14	25.5
Dave Reid	Left Wing	14	26.9
Lee Stempniak	Right Wing	14	29.2
Andy Bathgate*	Right Wing	15	7.2
Jocelyn Guevremont	Defender	15	7.2
Dustin Byfuglien	Right Wing	15	7.4
Bruce Driver	Defender	15	7.9
Rick Lanz	Defender	15	7.9
Eric Desjardins	Defender	15	8
Aaron Ekblad	Defender	15	8.2
Vic Venasky	Left Wing	15	8.5
Dennis Wideman	Defender	15	8.7
P.K. Subban	Defender	15	8.8
Teuvo Teravainen	Left Wing	15	8.9
Nikolaj Ehlers	Right Wing	15	9
Scottie Upshall	Left Wing	15	9.3
Michael Frolik	Right Wing	15	9.7
Darryl Edestrand	Defender	15	9.7
Dick Redmond	Defender	15	9.9
Ron Stackhouse	Defender	15	9.9
Sean Bergenheim	Left Wing	15	9.9
Jim Peplinski	Right Wing	15	10.2
Gerry Melnyk	Center	15	10.4
Tim Ecclestone	Left Wing	15	10.5
Risto Siltanen	Defender	15	10.5
Ales Kotalik	Left Wing	15	10.6
Niklas Kronwall	Defender	15	10.6
Josh Bailey	Left Wing	15	10.7
Kris Draper	Right Wing	15	10.9
Brett McLean	Center	15	11.2
Ron Andruff	Center	15	11.3
Alex Killorn	Center	15	11.5
Ed Hoekstra	Center	15	11.9
Sean Avery	Left Wing	15	12
Steve Heinze	Left Wing	15	12.2
John Anderson	Right Wing	15	12.2
Vitali Yachmenev	Left Wing	15	12.2
Adam Lowry	Center	15	12.3
George Morrison	Left Wing	15	12.3
Brendan Gallagher	Right Wing	15	12.8
Shjon Podein	Left Wing	15	13
Zemgus Girgensons	Center	15	13
Marc Habscheid	Left Wing	15	13.2
Jamal Mayers	Center	15	13.5
Bryan Rust	Right Wing	15	13.6
David Pastrnak	Right Wing	15	13.9
Mattias Janmark	Center	15	13.9
Filip Kuba	Defender	15	14.2
Micheal Ferland	Left Wing	15	14.2
Luciano Borsato	Center	15	14.9
Don Barber	Right Wing	15	15
Gene Ubriaco	Left Wing	15	15
Steve Tambellini	Left Wing	15	15.2
Al Karlander	Left Wing	15	15.2
Pat Conacher	Center	15	15.3
Dale Tallon	Center	15	15.3
Tomas Hertl	Center	15	15.3
Paul Gillis	Center	15	15.5
Scott Walker	Center	15	15.6
Matt Halischuk	Right Wing	15	15.6
Tim Trimper	Left Wing	15	15.8
Gordie Howe*	Right Wing	15	16
Al Karlander	Center	15	16.1
Tomas Kopecky	Right Wing	15	16.3
Lou Angotti	Center	15	16.5
Andrew Brunette	Right Wing	15	16.7
Doug Weight	Center	15	16.7
Eric Nesterenko	Center	15	16.7
Dave Hudson	Center	15	16.9
Mike Grier	Right Wing	15	16.9
Brit Selby	Left Wing	15	17
Christian Dvorak	Left Wing	15	17
Jeff Friesen	Center	15	17.4
Vitali Prokhorov	Left Wing	15	17.6
Alain Daigle	Right Wing	15	17.6
Doug Robinson	Left Wing	15	17.6
Gaetan Duchesne	Left Wing	15	17.9
Andreas Dackell	Right Wing	15	18.1
Tyler Ennis	Center	15	18.3
Brett Connolly	Right Wing	15	18.5
Luciano Borsato	Right Wing	15	18.5
Ryan Craig	Center	15	18.5
Cal Clutterbuck	Right Wing	15	18.8
Stephan Lebeau	Right Wing	15	19
Bryan Erickson	Right Wing	15	19
Dean McAmmond	Left Wing	15	19
Stephane Matteau	Left Wing	15	19
Patrick Poulin	Left Wing	15	19.5
Tim Young	Center	15	19.5
Danny Johnson	Left Wing	15	19.7
Duane Sutter	Right Wing	15	20
John Druce	Right Wing	15	20
Brian Skrudland	Center	15	21.1
Kevin LaVallee	Left Wing	15	22.1
Aaron Broten	Left Wing	15	22.4
Chris Stewart	Right Wing	15	22.4
Denis Dupere	Left Wing	15	22.4
Jim Korn	Left Wing	15	23.1
Paul Cyr	Left Wing	15	23.1
Mikko Makela	Left Wing	15	24.2
Terry Martin	Left Wing	15	24.2
Alex Selivanov	Left Wing	16	7.8
Ed Gilbert	Center	16	8.4
Lindy Ruff	Defender	16	8.7
Justin Faulk	Defender	16	8.7
Al Sims	Defender	16	8.8
Andrew Cogliano	Left Wing	16	9
Robert Kron	Center	16	9.1
Philippe Boucher	Defender	16	9.2
Nathan Gerbe	Center	16	9.4
Jason Garrison	Defender	16	9.5
Brett Ritchie	Right Wing	16	9.6
Victor Hedman	Defender	16	9.6
Rico Fata	Center	16	9.8
Radek Bonk	Left Wing	16	9.9
Howie Hughes	Right Wing	16	9.9
Bob Barlow	Center	16	10.2
Tobias Rieder	Right Wing	16	10.3
Randy Carlyle	Defender	16	10.5
Ben Clymer	Right Wing	16	10.7
Mark Streit	Defender	16	10.7
Claude Loiselle	Left Wing	16	11
Pierre-Marc Bouchard	Left Wing	16	11.3
Drew Doughty	Defender	16	11.3
Marco Sturm	Center	16	11.4
Ryan Ellis	Defender	16	11.4
Perry Turnbull	Center	16	11.5
Billy Dea	Left Wing	16	11.7
Fredrik Modin	Right Wing	16	11.7
Matthew Lombardi	Center	16	12.3
Carl Soderberg	Center	16	12.4
Dennis Polonich	Right Wing	16	12.5
Dick Sarrazin	Right Wing	16	12.5
Bill Lochead	Left Wing	16	12.6
Anton Babchuk	Defender	16	12.6
Dave Tippett	Left Wing	16	12.7
Garry Monahan	Left Wing	16	12.7
Josef Vasicek	Center	16	12.7
Martin Hanzal	Center	16	12.7
Fredrik Olausson	Defender	16	13.2
Rene Corbet	Left Wing	16	13.7
Jimmy Vesey	Left Wing	16	13.8
Derrick Smith	Left Wing	16	13.9
Glen Metropolit	Center	16	13.9
Rick Hampton	Left Wing	16	14
Ron Murphy	Left Wing	16	14.2
Trevor Daley	Defender	16	14.2
Kai Nurminen	Right Wing	16	14.3
Reg Kerr	Left Wing	16	14.4
Larry Romanchych	Right Wing	16	14.5
Fredrik Modin	Left Wing	16	14.8
Eric Lacroix	Left Wing	16	15
Alexandre Daigle	Center	16	15.2
Art Stratton	Center	16	15.2
Connor McDavid	Center	16	15.2
Lance Bouma	Center	16	15.4
Cody Hodgson	Center	16	15.5
Anson Carter	Left Wing	16	15.7
Nik Antropov	Right Wing	16	15.7
Ronald Petrovicky	Right Wing	16	15.7
Dean Sylvester	Right Wing	16	16.3
Sergei Brylin	Center	16	16.5
Germain Gagnon	Left Wing	16	16.5
David Desharnais	Center	16	16.7
Ryane Clowe	Left Wing	16	17.2
Mike Hough	Left Wing	16	17.4
Tony McKegney	Right Wing	16	18
Mike Marson	Left Wing	16	18
Doug Jarvis	Center	16	18.2
Michel Ouellet	Left Wing	16	18.4
Bates Battaglia	Left Wing	16	18.6
Colby Armstrong	Right Wing	16	18.6
Bruce Crowder	Right Wing	16	19.3
Fran Huck	Center	16	19.5
Jody Hull	Right Wing	16	19.5
Mark Johnson	Center	16	19.5
Danny Bolduc	Right Wing	16	19.8
Garry Howatt	Left Wing	16	19.8
Jake Guentzel	Center	16	19.8
Gerry Meehan	Center	16	20
Ray Allison	Right Wing	16	20.3
Henrik Sedin	Center	16	20.5
Dave Barr	Center	16	21.3
Lubos Bartecko	Left Wing	16	21.3
Chris Oddleifson	Center	16	21.6
Tomas Holmstrom	Left Wing	16	21.6
Greg Terrion	Left Wing	16	21.9
Alan Haworth	Center	16	22.2
Dwight Foster	Center	16	23.2
Mikko Makela	Center	16	23.5
Rob Brown	Center	16	24.6
Joe Mullen*	Right Wing	16	26.2
Mathieu Perreault	Center	16	26.7
Mike Allison	Center	16	29.6
Dustin Brown	Left Wing	17	8.7
Wayne Carleton	Center	17	9
Ryan Strome	Center	17	9.5
Pekka Rautakallio	Defender	17	9.7
Bob Pulford*	Left Wing	17	10
Frank St. Marseille	Center	17	10.1
John Stewart	Center	17	10.1
Zdeno Chara	Defender	17	10.1
Ryan Garbutt	Left Wing	17	10.3
Bryan McCabe	Defender	17	10.8
Shayne Gostisbehere	Defender	17	11.2
Shawn Bates	Left Wing	17	11.3
Bill Lesuk	Left Wing	17	11.4
Ray Whitney	Right Wing	17	11.6
Carl Hagelin	Left Wing	17	11.8
Reggie Fleming	Left Wing	17	11.9
Jon Sim	Left Wing	17	12.1
Rich Lemieux	Center	17	12.3
Travis Zajac	Center	17	12.7
Anthony Mantha	Right Wing	17	12.8
Michel Ouellet	Right Wing	17	12.9
Pat Peake	Right Wing	17	13.2
Craig Laughlin	Left Wing	17	13.3
John Tucker	Left Wing	17	13.5
Rich Sutter	Right Wing	17	13.6
Bob Neely	Left Wing	17	13.8
P.J. Axelsson	Left Wing	17	13.9
Ruslan Fedotenko	Right Wing	17	14
Bill Gardner	Left Wing	17	14.2
Josh Anderson	Right Wing	17	14.3
Pierre-Marc Bouchard	Center	17	14.4
Dave McLlwain	Left Wing	17	14.8
Tuomo Ruutu	Center	17	14.8
Scott Arniel	Left Wing	17	15.3
Kevin Hayes	Right Wing	17	15.3
Iain Fraser	Right Wing	17	15.6
Dirk Graham	Right Wing	17	15.9
Ethan Moreau	Left Wing	17	16
Alex Galchenyuk	Center	17	16.3
Tom Lysiak	Left Wing	17	16.5
Brent Gilchrist	Center	17	16.5
Paul Kariya	Left Wing	17	16.5
Paulin Bordeleau	Right Wing	17	16.8
Ulf Dahlen	Left Wing	17	17
Rocky Saganiuk	Right Wing	17	17
Leon Rochefort	Right Wing	17	17.5
Milan Lucic	Left Wing	17	17.5
Phil Sykes	Right Wing	17	17.7
Brad Lauer	Right Wing	17	18.1
Orest Kindrachuk	Center	17	18.1
Nathan Horton	Center	17	18.9
Randy Burridge	Left Wing	17	18.9
Fabian Brunnstrom	Left Wing	17	21
Nail Yakupov	Right Wing	17	21
Nick Kypreos	Left Wing	17	21
Magnus Arvedson	Left Wing	17	21.5
Janne Ojanen	Center	17	22.4
Alex Tanguay	Center	17	23
Patrik Berglund	Center	17	23
Steve Kasper	Center	17	23.6
Claude Larose	Right Wing	17	23.9
Martin Gelinas	Left Wing	17	23.9
Stan Jonathan	Left Wing	17	23.9
Mal Davis	Right Wing	17	27.4
Dave Babych	Defender	18	7.7
Peter Marsh	Right Wing	18	9.6
Marian Gaborik	Left Wing	18	10.1
Jochen Hecht	Left Wing	18	10.1
David Volek	Right Wing	18	10.8
Cliff Ronning	Left Wing	18	11
Gilles Hamel	Center	18	11
Artturi Lehkonen	Left Wing	18	11.4
Peter Sundstrom	Right Wing	18	11.5
Max Domi	Left Wing	18	11.5
Keith Jones	Left Wing	18	11.6
Bryan Smolinski	Right Wing	18	12
Mikael Andersson	Right Wing	18	12.1
Andy Delmore	Defender	18	12.1
Alexandre Burrows	Right Wing	18	12.4
John Stewart	Left Wing	18	12.6
Martin St. Louis	Left Wing	18	12.8
Radek Dvorak	Left Wing	18	12.9
James van Riemsdyk	Left Wing	18	12.9
Mikko Koivu	Center	18	12.9
Jeff Hamilton	Center	18	13
R.J. Umberger	Left Wing	18	13.2
Sam Bennett	Center	18	13.2
Curt Bennett	Center	18	13.3
Paul Kariya	Right Wing	18	13.4
Ryan Nugent-Hopkins	Center	18	13.4
