Player Name	Position Name	Max. Goals in Max S% Year	Max. S%
Scott Walker	Defender	4	8.9
Chris Porter	Left Wing	4	8.9
Marc-Andre Bourdon	Defender	4	8.9
Rory Fitzpatrick	Defender	4	8.9
Gerry Hart	Defender	4	9.1
Hans Jonsson	Defender	4	9.1
Maxim Galanov	Defender	4	9.1
Ian White	Defender	4	9.3
Nathan Oystrick	Defender	4	9.3
Vladimir Malakhov	Defender	4	9.3
Matt Hendricks	Left Wing	4	9.5
Aaron Rome	Defender	4	9.5
Darcy Loewen	Left Wing	4	9.5
Dennis Rasmussen	Center	4	9.5
Igor Kravchuk	Defender	4	9.5
Mattias Ritola	Center	4	9.5
Oscar Moller	Center	4	9.5
Todd Simpson	Defender	4	9.5
Gary Leeman	Defender	4	9.8
Herbert Vasiljevs	Right Wing	4	9.8
Curtis McKenzie	Left Wing	4	9.8
Doug Bodger	Defender	4	9.8
Leif Svensson	Defender	4	9.8
Paul Baxter	Defender	4	9.8
Radovan Somik	Left Wing	4	9.8
Roman Lyubimov	Left Wing	4	9.8
Dmitri Nabokov	Left Wing	4	10
Gino Odjick	Right Wing	4	10
Jeff Daniels	Center	4	10
Al Conroy	Left Wing	4	10
Jochen Hecht	Center	4	10
Andre Dore	Defender	4	10
Boyd Gordon	Right Wing	4	10
David Ullstrom	Left Wing	4	10
Geoff Platt	Center	4	10
Gerry Odrowski	Defender	4	10
Mario Faubert	Defender	4	10
Steve Durbano	Defender	4	10
Marko Dano	Center	4	10.3
Andre Roy	Right Wing	4	10.5
Mike Rupp	Left Wing	4	10.5
Vaclav Nedorost	Center	4	10.5
Francis Bouillon	Defender	4	10.5
Jacob de La Rose	Left Wing	4	10.5
Jared Spurgeon	Defender	4	10.5
Kyle Wilson	Center	4	10.5
Matt Foy	Right Wing	4	10.5
Pat Stapleton	Defender	4	10.5
Ronalds Kenins	Left Wing	4	10.5
Hank Monteith	Left Wing	4	10.8
Jim Wiley	Center	4	10.8
Mike Robitaille	Defender	4	10.8
Nick Leddy	Defender	4	10.8
Petr Svoboda	Defender	4	10.8
Ulf Samuelsson	Defender	4	10.8
Zach Hyman	Center	4	10.8
Martin Straka	Right Wing	4	11.1
Chris Joseph	Defender	4	11.1
Chris Nielsen	Left Wing	4	11.1
Freddy Meyer	Defender	4	11.1
Jeff Nielsen	Right Wing	4	11.1
Kjell Samuelsson	Defender	4	11.1
Kris Russell	Defender	4	11.1
Sean Brown	Defender	4	11.1
Vaclav Nedorost	Left Wing	4	11.4
Jeff Taffe	Left Wing	4	11.8
Steve Guolla	Center	4	11.8
Paul Broten	Center	4	11.8
Kyle Palmieri	Center	4	11.8
Al Hamilton	Defender	4	11.8
Daniel Tkaczuk	Center	4	11.8
Duvie Westcott	Defender	4	11.8
Henrik Tallinder	Defender	4	11.8
Ken Baumgartner	Left Wing	4	11.8
Mark Eaton	Defender	4	11.8
Michel Petit	Defender	4	11.8
Harold Druken	Left Wing	4	12.1
Jeff Norton	Defender	4	12.1
Kevin O'Shea	Right Wing	4	12.1
Trent Yawney	Defender	4	12.1
Igor Korolev	Center	4	12.5
Evgeny Davydov	Left Wing	4	12.5
Chris Murray	Right Wing	4	12.5
Mike Stapleton	Center	4	12.5
Niklas Nordgren	Left Wing	4	12.5
Oleg Kvasha	Left Wing	4	12.5
Patrick Fischer	Center	4	12.5
Paul Postma	Defender	4	12.5
Sheldon Keefe	Right Wing	4	12.5
Doug Mohns	Defender	4	12.9
Brian Wilks	Center	4	12.9
Craig Levie	Defender	4	12.9
Danny O'Shea	Center	4	12.9
Larry Murphy*	Defender	4	12.9
Mike Sullivan	Left Wing	4	12.9
Rhett Warrener	Defender	4	12.9
Sami Lepisto	Defender	4	12.9
David Latta	Left Wing	4	13.3
Eric Messier	Defender	4	13.3
Kevin Dahl	Defender	4	13.3
Nathan LaFayette	Center	4	13.3
Randy Robitaille	Right Wing	4	13.3
Ryan Whitney	Defender	4	13.3
Jaroslav Svejkovsky	Right Wing	4	13.8
Kelly Buchberger	Right Wing	4	13.8
Denis Shvidki	Left Wing	4	13.8
Tuomo Ruutu	Left Wing	4	13.8
Shane Willis	Right Wing	4	13.8
Wayne King	Center	4	13.8
Nick Kypreos	Right Wing	4	14.3
David Tanabe	Defender	4	14.3
Matt Davidson	Right Wing	4	14.3
Nathan Dempsey	Defender	4	14.3
Samuel Pahlsson	Center	4	14.3
Chris Wagner	Right Wing	4	14.8
Chris Durno	Left Wing	4	14.8
Enver Lisin	Right Wing	4	14.8
Hannu Jarvenpaa	Right Wing	4	14.8
Rik Wilson	Defender	4	14.8
Vyacheslav Kozlov	Center	4	15.4
Chris Herperger	Center	4	15.4
Darcy Hordichuk	Left Wing	4	15.4
David Sacco	Left Wing	4	15.4
Jordan Leopold	Defender	4	15.4
Joseph Cramarossa	Left Wing	4	15.4
Ron Chipperfield	Center	4	15.4
Wayne Hicks	Right Wing	4	15.4
Eric Nesterenko	Right Wing	4	16
Bill Nyrop	Defender	4	16
Bobby Hull*	Left Wing	4	16
Brandon Mashinter	Left Wing	4	16
Brian Noonan	Right Wing	4	16
Brock Boeser	Right Wing	4	16
Dan Daoust	Center	4	16
Dave Tippett	Center	4	16
George Parros	Right Wing	4	16
Jonathan Drouin	Left Wing	4	16
Kevin Westgarth	Right Wing	4	16
Kraig Nienhuis	Left Wing	4	16
Mark Olver	Center	4	16
Oliver Bjorkstrand	Right Wing	4	16
Andrew Hutchinson	Defender	4	16.7
Benoit Gratton	Left Wing	4	16.7
Dan Frawley	Right Wing	4	16.7
Jason Pominville	Right Wing	4	16.7
Jeff Madill	Right Wing	4	16.7
Jerry Butler	Left Wing	4	16.7
Kevin McClelland	Center	4	16.7
Matt Cooke	Left Wing	4	16.7
Matthew Barnaby	Right Wing	4	16.7
Peter Schaefer	Left Wing	4	16.7
Ryan Reaves	Right Wing	4	16.7
Tim Hrynewich	Left Wing	4	16.7
Trevor Smith	Center	4	16.7
Brian Savage	Left Wing	4	17.4
Bob Miller	Center	4	17.4
Jack Skille	Right Wing	4	17.4
Nick Johnson	Right Wing	4	17.4
Paul DiPietro	Center	4	17.4
Quinton Howden	Center	4	17.4
Rene Bourque	Right Wing	4	17.4
Rob Valicevic	Center	4	17.4
Walt Poddubny	Left Wing	4	18.2
Gary Shuchuk	Right Wing	4	18.2
Billy Harris	Right Wing	4	18.2
C.J. Young	Center	4	18.2
Ian Kidd	Defender	4	18.2
Joshua Ho-Sang	Right Wing	4	18.2
Mikkel Boedker	Left Wing	4	18.2
Tim Hunter	Defender	4	18.2
Brandon Prust	Left Wing	4	19
Randy Bucyk	Center	4	19
Ross Fitzpatrick	Center	4	19
Toby Enstrom	Defender	4	19
Vitali Prokhorov	Right Wing	4	19
Mike Sillinger	Right Wing	4	20
Arto Javanainen	Left Wing	4	20
Chris Tancill	Left Wing	4	20
Jaroslav Bednar	Right Wing	4	20
Kris Versteeg	Right Wing	4	20
Mike Bloom	Left Wing	4	20
Steve Patrick	Right Wing	4	20
Vernon Fiddler	Center	4	20
Lou Franceschetti	Left Wing	4	21.1
Bernie Lukowich	Right Wing	4	21.1
Branko Radivojevic	Right Wing	4	21.1
Brian Boyle	Center	4	21.1
Jean Lemieux	Defender	4	21.1
Pierre Sevigny	Left Wing	4	21.1
Ron Schock	Center	4	21.1
Terry Gray	Right Wing	4	21.1
Tiger Williams	Left Wing	4	21.1
Troy Mallette	Left Wing	4	21.1
Cody McLeod	Left Wing	4	22.2
J.P. Vigier	Right Wing	4	22.2
Lyndon Byers	Right Wing	4	22.2
Peter Bartos	Right Wing	4	22.2
Zenon Konopka	Center	4	22.2
Benoit Hogue	Left Wing	4	23.5
Chris Conner	Right Wing	4	23.5
Donald Audette	Right Wing	4	23.5
Mike Kaszycki	Center	4	23.5
Radek Dvorak	Right Wing	4	23.5
Ron Hoover	Center	4	23.5
Scott Garland	Center	4	23.5
Dennis Hextall	Center	4	25
Jason Wiemer	Left Wing	4	25
Jim McKenzie	Left Wing	4	25
Ty Rattie	Right Wing	4	25
Tye McGinn	Left Wing	4	25
Bo Berglund	Left Wing	4	26.7
Dave Hynes	Left Wing	4	26.7
Jamie Wright	Left Wing	4	26.7
Len Barrie	Center	4	26.7
Gord Donnelly	Right Wing	4	28.6
Jordy Douglas	Left Wing	4	28.6
Len Hachborn	Center	4	28.6
Paul Ysebaert	Left Wing	4	28.6
Willie Huber	Defender	4	28.6
Yvon Corriveau	Right Wing	4	28.6
Kevin Brown	Right Wing	4	30.8
Matti Hagman	Center	4	30.8
Nelson Debenedet	Left Wing	4	30.8
Paul Holmgren	Right Wing	4	30.8
Pierre Aubry	Left Wing	4	30.8
Rich Nantais	Left Wing	4	30.8
Sergei Nemchinov	Center	4	30.8
Todd White	Center	4	33.3
Alain Lemieux	Center	4	36.4
Tom McMurchy	Right Wing	4	36.4
Craig Millar	Defender	4	40
Michel Goulet*	Left Wing	4	40
Nikita Filatov	Left Wing	4	40
Jim Morrison	Defender	5	3.7
Ben Hutton	Defender	5	3.8
Brady Skjei	Defender	5	3.9
Perry Miller	Defender	5	4.1
Travis Hamonic	Defender	5	4.2
Cale Hulse	Defender	5	4.3
Calvin de Haan	Defender	5	4.3
Don Nachbaur	Left Wing	5	4.4
Oleg Kvasha	Right Wing	5	4.5
Jean Gauthier	Defender	5	4.8
Dan Plante	Left Wing	5	4.9
Skip Krake	Right Wing	5	5
Jaccob Slavin	Defender	5	5.1
Jim Nahrgang	Defender	5	5.2
Eric Lindros*	Right Wing	5	5.3
Don Awrey	Defender	5	5.3
Damon Severson	Defender	5	5.4
Pat Quinn*	Defender	5	5.4
Wayne McBean	Defender	5	5.4
Bobby Gould	Center	5	5.5
Tyler Ennis	Left Wing	5	5.6
Steve Ott	Left Wing	5	5.6
Austin Watson	Left Wing	5	5.6
Nick Boynton	Defender	5	5.6
Gary Leeman	Left Wing	5	5.7
Dixon Ward	Center	5	5.7
Josh Manson	Defender	5	5.7
Pete Laframboise	Center	5	5.8
Rob Cowie	Defender	5	5.8
Darnell Nurse	Defender	5	5.9
Sergei Varlamov	Left Wing	5	6
Bernie Geoffrion*	Right Wing	5	6
Lawson Crouse	Left Wing	5	6
Lance Bouma	Left Wing	5	6.1
Sergei Bautin	Defender	5	6.1
Barry Richter	Defender	5	6.3
Cory Sarich	Defender	5	6.3
Tomas Plihal	Left Wing	5	6.3
John Miszuk	Defender	5	6.4
Kaspars Daugavins	Left Wing	5	6.5
Ondrej Kase	Right Wing	5	6.5
Pat MacLeod	Defender	5	6.5
Dennis Patterson	Defender	5	6.6
Sylvain Lefebvre	Defender	5	6.6
Tim Gleason	Defender	5	6.6
Bruce Cowick	Right Wing	5	6.8
David Williams	Defender	5	6.8
Leo Boivin*	Defender	5	6.8
Trevor van Riemsdyk	Defender	5	6.8
Dave Hutchison	Defender	5	6.9
Karl Alzner	Defender	5	6.9
Logan Shaw	Right Wing	5	6.9
Paul Stanton	Defender	5	6.9
Andrew MacDonald	Defender	5	7
Glenn Hicks	Left Wing	5	7
Michal Sykora	Defender	5	7
Wayne Hillman	Defender	5	7
Nikita Soshnikov	Right Wing	5	7.1
Joe Watson	Defender	5	7.4
Jean-Guy Talbot	Defender	5	7.5
Austin Czarnik	Center	5	7.6
Ronald Petrovicky	Left Wing	5	7.7
Keith Aucoin	Right Wing	5	7.7
Cody Franson	Defender	5	7.7
Glen Murray	Left Wing	5	7.8
Mike Sullivan	Right Wing	5	7.8
Kevan Miller	Defender	5	7.8
Robyn Regehr	Defender	5	7.8
Roman Josi	Defender	5	7.8
David Maley	Right Wing	5	7.9
Jiri Bicek	Right Wing	5	7.9
Jeremy Stevenson	Right Wing	5	8.1
Bob Rivard	Center	5	8.1
Rick Zombo	Defender	5	8.1
Jari Kurri*	Center	5	8.2
Lou Nanne	Defender	5	8.2
Barclay Plager	Defender	5	8.2
Niklas Hjalmarsson	Defender	5	8.2
Roman Polak	Defender	5	8.2
Steven Finn	Defender	5	8.2
Eric Messier	Left Wing	5	8.3
Anthony DeAngelo	Defender	5	8.3
Michael Thelven	Defender	5	8.3
Pierre Bouchard	Defender	5	8.5
Tom Pederson	Defender	5	8.5
Willie Mitchell	Defender	5	8.5
Louis Leblanc	Center	5	8.6
Troy Bodie	Right Wing	5	8.6
Anders Steen	Center	5	8.8
Bob Stewart	Defender	5	8.8
Chris Wells	Left Wing	5	8.8
Mike Rathje	Defender	5	8.9
Ted Harris	Defender	5	8.9
Doug Jarrett	Defender	5	9.3
Jakub Kindl	Defender	5	9.3
Mark Barberio	Defender	5	9.3
Randy Jones	Defender	5	9.3
Bob Murdoch	Defender	5	9.4
Bill Hajt	Defender	5	9.4
Greg Smith	Defender	5	9.4
Al Secord	Right Wing	5	9.6
Ron Stewart	Center	5	9.6
Ryan Garbutt	Center	5	9.6
Kevin Maxwell	Center	5	9.6
Steve Moore	Center	5	9.6
Tom Kuhnhackl	Right Wing	5	9.6
Larry Popein	Center	5	9.8
Frantisek Cernik	Left Wing	5	10
Jay McKee	Defender	5	10
Mark Hamway	Right Wing	5	10
Michael Stone	Defender	5	10
William Carrier	Left Wing	5	10
Andreas Johansson	Right Wing	5	10.2
Stew Gavin	Left Wing	5	10.2
Stanislav Chistov	Right Wing	5	10.2
Ken Kuzyk	Right Wing	5	10.2
Rico Fata	Left Wing	5	10.2
Roger Kortko	Center	5	10.2
Len Barrie	Left Wing	5	10.4
Jim Korn	Right Wing	5	10.4
Dave Karpa	Defender	5	10.4
Scott Daniels	Right Wing	5	10.4
Skip Krake	Center	5	10.4
Tomas Forslund	Right Wing	5	10.4
Vaclav Varada	Left Wing	5	10.6
Ray Neufeld	Left Wing	5	10.6
Randy Gilhen	Right Wing	5	10.6
Aaron Miller	Defender	5	10.6
Jean Hamel	Defender	5	10.6
Jeff Jillson	Defender	5	10.6
Russ Anderson	Defender	5	10.6
Tommy Westlund	Center	5	10.6
Sami Kapanen	Left Wing	5	10.9
Greg Mauldin	Center	5	10.9
Jan Vopat	Defender	5	10.9
Hnat Domenichelli	Center	5	11.1
Erik Rasmussen	Center	5	11.1
Lasse Kukkonen	Defender	5	11.1
Christian Ruuttu	Left Wing	5	11.4
Joe Dziedzic	Left Wing	5	11.4
Andrew Desjardins	Center	5	11.6
Bob Gryp	Left Wing	5	11.6
Bryan Allen	Defender	5	11.6
Bryan Helmer	Defender	5	11.6
Carol Vadnais	Defender	5	11.6
Kyle McLaren	Defender	5	11.6
Nicklas Grossmann	Defender	5	11.6
Ted Drury	Center	5	11.6
Darryl Shannon	Defender	5	11.9
Tommy Wingels	Center	5	11.9
Bryan Fogarty	Defender	5	12.2
Joel Bouchard	Defender	5	12.2
Nick Tarnasky	Center	5	12.2
Tim Bergland	Center	5	12.2
Nelson Emerson	Right Wing	5	12.5
Craig Muni	Defender	5	12.5
Dick Tarnstrom	Defender	5	12.5
Jay More	Defender	5	12.5
Rick Shinske	Right Wing	5	12.5
Darby Hendrickson	Center	5	12.8
Kevin Porter	Center	5	12.8
Chris Kotsopoulos	Defender	5	12.8
Liam Reddox	Left Wing	5	12.8
Scott Wilson	Left Wing	5	12.8
Brad Werenka	Defender	5	13.2
Chris Campoli	Defender	5	13.2
Jim O'Brien	Center	5	13.2
Joe Hardy	Center	5	13.2
Tom Edur	Defender	5	13.2
Jan Bulis	Center	5	13.5
Bryce Salvador	Defender	5	13.5
Dan Hinote	Right Wing	5	13.5
Dickie Moore*	Left Wing	5	13.5
Jaroslav Spacek	Defender	5	13.5
Rob McClanahan	Center	5	13.9
Jan Erixon	Left Wing	5	13.9
Eric Wellwood	Left Wing	5	13.9
Jayson Megna	Center	5	13.9
Jeff Schultz	Defender	5	13.9
Jimmy Peters	Center	5	13.9
Rick Smith	Defender	5	14.3
Dale Tallon	Defender	5	14.7
Eric Meloche	Right Wing	5	14.7
Rob Klinkhammer	Left Wing	5	14.7
Ryan Shannon	Right Wing	5	14.7
Scott Levins	Right Wing	5	14.7
Serge Payer	Center	5	14.7
Patrick Sharp	Center	5	15.2
Allan Stewart	Left Wing	5	15.2
Ed Ward	Left Wing	5	15.2
Jamie Oleksiak	Defender	5	15.2
John Van Boxmeer	Defender	5	15.2
Pete Laframboise	Left Wing	5	15.2
Alexander Burmistrov	Center	5	15.6
Greg Classen	Center	5	15.6
Jaroslav Modry	Defender	5	15.6
Mark Heaslip	Right Wing	5	15.6
Mathieu Dandenault	Right Wing	5	15.6
Mark Osborne	Right Wing	5	16.1
Brandon Segal	Right Wing	5	16.1
Mathias Tjarnqvist	Left Wing	5	16.1
Mike Maneluk	Right Wing	5	16.1
Scott Barney	Center	5	16.1
Tony Horacek	Left Wing	5	16.1
Ville Peltonen	Left Wing	5	16.1
Arron Asham	Right Wing	5	16.7
Jeff Daniels	Left Wing	5	16.7
Mats Lindgren	Center	5	16.7
Shawn Bates	Center	5	16.7
Brian Gibbons	Center	5	17.2
Dana Murzyn	Defender	5	17.2
Dave Cameron	Center	5	17.2
Greg Carroll	Center	5	17.2
Jeremy Stevenson	Left Wing	5	17.2
Jim Hrycuik	Center	5	17.2
Michel Galarneau	Center	5	17.2
Rob Ray	Left Wing	5	17.2
Robert Dome	Right Wing	5	17.2
Sandy McCarthy	Right Wing	5	17.2
Tim Hunter	Right Wing	5	17.9
Craig Johnson	Right Wing	5	17.9
Eric Nickulas	Right Wing	5	17.9
Espen Knutsen	Center	5	17.9
Gregg Boddy	Defender	5	17.9
Igor Liba	Right Wing	5	17.9
Nazem Kadri	Center	5	17.9
Sergei Berezin	Left Wing	5	17.9
Todd Fedoruk	Right Wing	5	17.9
Andrew Ebbett	Center	5	18.5
Darren McCarty	Right Wing	5	18.5
Darryl Boyce	Center	5	18.5
Fern LeBlanc	Right Wing	5	18.5
Niko Dimitrakos	Right Wing	5	18.5
Pavel Brendl	Right Wing	5	18.5
Ron Flockhart	Left Wing	5	18.5
Steve Gotaas	Center	5	18.5
Vaclav Varada	Right Wing	5	18.5
Bill Flett	Right Wing	5	19.2
Darrin Shannon	Left Wing	5	19.2
Glen Murray	Right Wing	5	19.2
Ken Richardson	Center	5	19.2
Rod Brind'Amour	Center	5	19.2
Kent Nilsson	Right Wing	5	20
Ben Clymer	Defender	5	20
Brad Richardson	Right Wing	5	20
Brian Lawton	Left Wing	5	20
Derick Brassard	Center	5	20
Garth Murray	Center	5	20
Gilles Thibaudeau	Center	5	20
Jarrod Skalde	Center	5	20
Mark Hartigan	Center	5	20
David Emma	Center	5	20.8
Kris Beech	Center	5	20.8
Stephane Richer	Left Wing	5	20.8
Stu Barnes	Center	5	20.8
Clark Gillies*	Left Wing	5	21.7
Drew Shore	Center	5	21.7
Marcus Nilson	Left Wing	5	21.7
Sergei Samsonov	Left Wing	5	21.7
Steve Sullivan	Center	5	21.7
Valtteri Filppula	Center	5	21.7
Joe Juneau	Center	5	22.7
Mats Hallin	Left Wing	5	22.7
Mike McPhee	Left Wing	5	22.7
Todd Gill	Defender	5	22.7
Claude Boivin	Left Wing	5	23.8
Evgeny Artyukhin	Right Wing	5	23.8
Johan Garpenlov	Left Wing	5	23.8
Shayne Corson	Left Wing	5	23.8
Stephen Peat	Right Wing	5	23.8
Benoit Brunet	Left Wing	5	25
Ivan Barbashev	Center	5	25
Josh Leivo	Left Wing	5	25
Nelson Pyatt	Center	5	25
Brendan Morrison	Center	5	26.3
Gary Croteau	Left Wing	5	26.3
Rob Murphy	Left Wing	5	26.3
Steve Heinze	Right Wing	5	26.3
Dane Jackson	Right Wing	5	27.8
Tom Fergus	Center	5	29.4
Ville Leino	Left Wing	5	29.4
Brandon Convery	Center	5	31.3
Jay Miller	Left Wing	5	31.3
Joe Nieuwendyk*	Center	5	31.3
Brent Peterson	Left Wing	5	33.3
Igor Larionov*	Center	5	33.3
Jim Hamilton	Right Wing	5	33.3
Normand Lacombe	Right Wing	5	33.3
Roman Oksiuta	Right Wing	5	33.3
Igor Radulov	Left Wing	5	35.7
Tony Hrkac	Center	5	35.7
Bill Muckalt	Right Wing	5	38.5
Reid Simpson	Left Wing	5	38.5
Denis Cyr	Right Wing	5	41.7
Ivan Provorov	Defender	6	3.7
Robert Nordmark	Defender	6	3.8
Claude Lemieux	Left Wing	6	5.1
Jason Krog	Right Wing	6	5.4
Tom Reid	Defender	6	5.4
Bob Gassoff	Defender	6	5.5
Barry Ashbee	Defender	6	5.8
Scott Hannan	Defender	6	5.8
Connor Murphy	Defender	6	5.9
Philippe Dupuis	Center	6	5.9
Dmitry Afanasenkov	Right Wing	6	6.1
Esa Lindell	Defender	6	6.1
Josh Morrissey	Defender	6	6.1
Karel Rachunek	Defender	6	6.1
Brenden Dillon	Defender	6	6.2
Chad Larose	Center	6	6.4
Dan Fritsche	Right Wing	6	6.5
Curtis Lazar	Center	6	6.5
Philippe Bozon	Left Wing	6	6.7
Barry Long	Defender	6	6.8
Brandon Carlo	Defender	6	6.8
Chris Wideman	Defender	6	6.9
Andy Greene	Defender	6	7
Pascal Trepanier	Defender	6	7
Colin Miller	Defender	6	7.1
Dan Hamhuis	Defender	6	7.1
Matt Bartkowski	Defender	6	7.1
Adam Burish	Right Wing	6	7.2
Dmitry Kulikov	Defender	6	7.2
Adam Mair	Right Wing	6	7.3
Hal Gill	Defender	6	7.6
Nick Shore	Center	6	7.6
Nic Dowd	Center	6	7.7
Mark Rycroft	Left Wing	6	7.8
Kevin Bieksa	Defender	6	7.8
Terry Clancy	Right Wing	6	7.8
Brendan Bell	Defender	6	7.9
Doug Hicks	Defender	6	7.9
Vinnie Hinostroza	Left Wing	6	7.9
Aaron Gavey	Left Wing	6	8
Ivan Huml	Left Wing	6	8
Jan Hejda	Defender	6	8
Niklas Hagman	Right Wing	6	8.1
Dave Fortier	Defender	6	8.1
Dana Tyrell	Center	6	8.2
Link Gaetz	Defender	6	8.2
Randy Manery	Defender	6	8.2
John Barrett	Defender	6	8.3
Leif Rohlin	Defender	6	8.3
Nicolas Deslauriers	Left Wing	6	8.3
Robert Lang	Right Wing	6	8.5
Rostislav Olesz	Center	6	8.5
Bob Sweeney	Right Wing	6	8.6
Steve Dubinsky	Center	6	8.6
Chris Jensen	Center	6	8.6
Jack O'Callahan	Defender	6	8.6
Brett Lebda	Defender	6	8.7
Jere Karalahti	Defender	6	8.7
Jeff Finger	Defender	6	8.8
Denis Malgin	Center	6	9
Nick Schmaltz	Left Wing	6	9.1
Thommy Abrahamsson	Defender	6	9.1
Tyson Nash	Left Wing	6	9.1
Dan Hinote	Center	6	9.2
Steve Begin	Left Wing	6	9.2
Miroslav Ihnacak	Right Wing	6	9.2
Ken Daneyko	Defender	6	9.4
Milan Jurcina	Defender	6	9.4
Danny O'Shea	Left Wing	6	9.5
Johnny Oduya	Defender	6	9.5
Boyd Devereaux	Right Wing	6	9.7
Rich Sutter	Left Wing	6	9.7
Jiri Bubla	Defender	6	9.7
Tim Bergland	Right Wing	6	9.8
Alex Goligoski	Defender	6	9.8
Anton Lander	Center	6	9.8
Jacob Josefson	Center	6	9.8
Krzysztof Oliwa	Right Wing	6	9.8
Peter Ferraro	Center	6	9.8
Mike Rupp	Right Wing	6	10
Tanner Kero	Right Wing	6	10
Mike Stapleton	Right Wing	6	10.2
Dean Kennedy	Defender	6	10.2
Deryk Engelland	Defender	6	10.2
Jim Hiller	Right Wing	6	10.2
Jiri Latal	Defender	6	10.2
Paul Ranger	Defender	6	10.2
Jeff Shantz	Left Wing	6	10.3
Patrik Carnback	Left Wing	6	10.3
Matt Hunwick	Defender	6	10.3
George Ferguson	Center	6	10.5
Colin Greening	Center	6	10.5
Dale DeGray	Defender	6	10.5
Jean-Yves Leroux	Left Wing	6	10.5
Norm Schmidt	Defender	6	10.7
Andrew Cassels	Left Wing	6	10.9
Jay Bouwmeester	Defender	6	10.9
Sebastien Bordeleau	Center	6	10.9
Thomas Hickey	Defender	6	10.9
Patrik Carnback	Right Wing	6	11.1
Don Martineau	Right Wing	6	11.1
Greg Hubick	Defender	6	11.1
Tony Salmelainen	Left Wing	6	11.1
Ed Kea	Defender	6	11.3
Rob McClanahan	Right Wing	6	11.5
Beau Bennett	Right Wing	6	11.5
Jason Woolley	Defender	6	11.5
T.J. Hensick	Center	6	11.5
Gord Brooks	Right Wing	6	11.8
Pat Graham	Left Wing	6	11.8
Johan Larsson	Left Wing	6	12
Chris Taylor	Center	6	12
Jack Johnson	Defender	6	12
Pavel Torgaev	Left Wing	6	12
Tom Laidlaw	Defender	6	12
Rob DiMaio	Right Wing	6	12.2
Brian Flynn	Right Wing	6	12.2
Butch Deadmarsh	Left Wing	6	12.2
Ed Ronan	Right Wing	6	12.2
Johan Larsson	Center	6	12.2
Chris Tierney	Center	6	12.5
Erik Condra	Right Wing	6	12.5
Raitis Ivanans	Left Wing	6	12.5
Scott Thornton	Center	6	12.8
Brian Flynn	Center	6	12.8
Ken McRae	Center	6	12.8
Lars Molin	Left Wing	6	12.8
Mike Lampman	Left Wing	6	12.8
Murray Hall	Center	6	13
Mike York	Left Wing	6	13
Garry Valk	Left Wing	6	13
Pascal Rheaume	Left Wing	6	13.3
Warren Rychel	Left Wing	6	13.3
David Maley	Center	6	13.3
Andrew Murray	Center	6	13.3
Ari Haanpaa	Right Wing	6	13.3
Casey Cizikas	Center	6	13.3
Pascal Dupuis	Right Wing	6	13.6
Alexander Khavanov	Defender	6	13.6
Dave Feamster	Defender	6	13.6
Jordan Nolan	Center	6	13.6
Rick Bourbonnais	Right Wing	6	13.6
Shjon Podein	Right Wing	6	14
Alan May	Center	6	14
Kyle Chipchura	Center	6	14
William Nylander	Center	6	14
Cam Barker	Defender	6	14.3
Chris Lindberg	Left Wing	6	14.3
Dan Lambert	Defender	6	14.3
Brian Perry	Left Wing	6	14.6
Jesse Joensuu	Right Wing	6	14.6
Mark Freer	Left Wing	6	14.6
Nick Cousins	Center	6	14.6
Steve Ludzik	Left Wing	6	14.6
Chris Wagner	Center	6	15
Roland Cloutier	Center	6	15
Terry Crisp	Center	6	15
Todd Bertuzzi	Left Wing	6	15.4
Steve Konowalchuk	Left Wing	6	15.4
Boyd Devereaux	Center	6	15.4
Brandon Bochenski	Right Wing	6	15.4
Daniel Carr	Left Wing	6	15.4
Luc Dufour	Left Wing	6	15.4
Richard Panik	Right Wing	6	15.4
Andrei Nazarov	Left Wing	6	15.8
Jeff Lazaro	Left Wing	6	15.8
Paul Martin	Defender	6	15.8
Jordan Schroeder	Center	6	16.2
Patrick Bordeleau	Left Wing	6	16.2
Tim Watters	Defender	6	16.2
Kris Manery	Center	6	16.7
Ralph Backstrom	Center	6	16.7
Steve Gatzos	Right Wing	6	16.7
Jason Dawe	Left Wing	6	17.1
Ted Donato	Center	6	17.1
Christian Bordeleau	Left Wing	6	17.1
Val Fonteyne	Left Wing	6	17.1
Martin Straka	Left Wing	6	17.6
Brandon Pirri	Center	6	17.6
Erik Christensen	Center	6	17.6
Kevin Miller	Left Wing	6	18.2
Sergio Momesso	Right Wing	6	18.2
Bob Ritchie	Left Wing	6	18.2
Bobby Sheehan	Center	6	18.2
Darren Turcotte	Center	6	18.2
Dave Donnelly	Center	6	18.2
Dean Talafous	Right Wing	6	18.2
Jarome Iginla	Right Wing	6	18.2
Lasse Pirjeta	Center	6	18.2
Seth Griffith	Center	6	18.2
Cliff Ronning	Center	6	18.8
Jim Sandlak	Right Wing	6	18.8
Matt Puempel	Left Wing	6	18.8
Travis Roche	Defender	6	18.8
Wayne Babych	Right Wing	6	18.8
Wayne Merrick	Center	6	18.8
Ron Delorme	Center	6	19.4
Bill Berg	Left Wing	6	20
Billy Dea	Center	6	20
Vladimir Tsyplakov	Left Wing	6	20
Yanni Gourde	Center	6	20
Alexandre Burrows	Left Wing	6	20.7
Bob Mongrain	Center	6	20.7
Jiri Hudler	Center	6	20.7
John LeBlanc	Right Wing	6	20.7
